Video  No,Video Title,Video Link,Video Slot,Transcription,Timestamps,Information,Quotations,Speaker Name,,Video Length,Priority,Topic,Video Start Link,Video End Link,Generic Info,Citation,Video Quality
,Foliar Applicatiion and used of fertilizer lecture Asif Shreef Sahab,https://youtu.be/Uwnlri_oz7Y?si=5qPHP7oReqrRShBZ,slot two ,"Methods of fertiliser application. Basal- at time of seedbed preparation or seeding. Broad casting after germination. Side -dressing with a machine. Mixing in flood irrigation water. Fertigation: injection, subsurgface, drip, sprinkler, raised -bed. Foliar application. Each type of application has different level of uptake and wastage. Nutrition supply: Formented biomass with irregation. Split dozes of nutrition through fertigation. Foliar application. Organic matter. Living roots. Biota. We should also spray the plants in early morning are evening so that the the leaf can absoration and it effect on the harful insects.  The particle of the fertilizers should be small and tube of spray should be 250 microns because the big particles fall down. ",Start 00:00 end 09:00,,,,,,,,,,,,
,"Issue of rodents in crop fields, benefits and management",https://youtu.be/OcGOglQILko?si=c65nugARObThHeJU,one and two ,Mouse is ofen attack on the plants  and mouse detroy the plants. If the mouse is attacking on plants regularly then we should grow some things like patato and other things which like the mouse beacuse when the mouse hungry then it attack on the plants  if  we grow the other things a liite place then he will eat those and will not attack on the plants ,Start 02:00 end 04:44,,,,,,,,,,,,
,Raisedbed Precision Planter Corn.wmv,https://youtu.be/aaRFfNfVd8w?si=RJ9wvi_DTSMeriTp,slot two ,Raised beds precision planter. And  used for making beds On the PQNK. On the PQNK system we have to make to bed only one time we do not distrub them for next crop when we will  give the last water to the crop then will grow the seed  of next crop. Like this if we have grow the wheate in the land and we want after the wheate we want to grow the rice then when and twenty days is left  are  left from the harvesting then in last water we will grow the rice with out disturbing the land. ,Start 00:00 End 00:17,,,,,,,,,,,,
,"Rübenernte 2022 Vollernter GRIMME REXOR, JD Traktor Zuckerrüben roden Lohnunternehmer Landwirtschaf",https://youtu.be/zKC5FJ8G4CM?si=jlI_9txfrspWqvjc,,Some other language ,,,,,,,,,,,,,
,Useful tools,https://drive.google.com/file/d/1-zuQT_AqoMvgB1avllM5L2jRB0cMEZhR/view,,There are different tools of how we should grow seed and different machines and different tools are in this. ,,,,,,,,,,,,,
,Viable productivity is the outcome of a good process - PQNK in question,https://youtu.be/0fZsM5WWg1o?si=wXa0OkZMfwG2htSJ,slot one two ,"Productivity is outcomes of a good Process. Processs makes or brakes. Quality and efficiency is outcomes of a good process. Industrial agriculture is following the same process which was initiated by homo-spienes which was initiated by homo-spiens some, 10,000 year ago. Killed abundance of life in soil made for provision and protection of crop plants to produce nutrients dense food for all life forms. Viable production depends on skilled management and workers. Well provided rescouces, combination of whihc produce quality at the lowest cost:tools to dominate market by carnning confidence of consumers. Value addition; grading sorting, cleaning, packaging for better shelf, life and impactful presentation. And placement of the produce with assured quality&timely supply at a competitive price ",Start 02:15 End 08:00,,,,,,,,,,,,
,Uniformed quality is necessary to place produce at high value shelve,https://youtu.be/NIXC0IxohI8?si=UDOojH2dHxk2jg_U,slot two ,Uniformed quality is necessary to place produce at high value shelve. Uniform size. Unifrom color&shine. Cleanliness&freshness. Packaging to increase shelve-life. Unifrom taste-sweetness. Consistent supplies.  Compatible price. Innovated uniqueness.,start 00:00 end 07:00,,,,,,,,,,,,
,Vegetables on PQNK,https://youtu.be/LV7IO6b0P8I?si=ZEaUqxQkcUnefo3W,slot two ,We can grow all the vegetables all  the fruits vegetables and all the crops. So all the system is success  on beds. If we saw  on nuture the places which are above there are trees and the place which is down there are water. And we see the places where is not reach peopls there are lot of foods without any fertilizers and without any water and they have more nutriation. ,start 00:00 end 01:00,,,,,,,,,,,,
,Production of Onion Seed on PQNK - Farmer Noor Mohammad Sindh,https://youtu.be/fcGeigj7urE?si=5YM87rFwnl5siG-4,slot two ,We can grow the crops with the PQNK system where is short water there reason is that due to mulchin our land will remain hunidy and there is no need of fertilizers because the insects are giving the food to the plants or crop. ,start 00:00 end 37:00,,,,,,,,,,,,
,Reuse of GMO seed,https://youtu.be/H9z6aYd4tsE?si=sgOXXQVPwQsaZiKX,slot two ,"It covers various types of genetic alterations in seeds, including the type your mentioned. I am uncertain about the specific modifications made to it and the underlying purpose. Genetic modification typically serve specific objectives, with one primary aim being to ensure farmeers, like ourselves, are urable to generate their own seeds. This compels them to repeatedly purchase seeds from the company, ensuring continued profitability, a primary motivation. Other potential objectives encompass enhancing or deteriorating specific traits, such as attering height, improving heat tolerance, or achieving various goals. Conswquently, when we purchase seeds from a company, we can plant, extract oil, and sonsume them. However, replanting may yield suboptimal results, as some companies may impede seed germination or inhibit pollination, particularly in the case of male-pollinated varieties, THis strategic interference prevents cross-pollination, resulting in a lack of seed formation. Your specific seed might have undergone modifiactions, though the details remain unclear. Anologous to modifying a car's engine or seats, genetic modifications in seeds serve specific purpose. Breeders from the company can provide insigets into the specific genetic alterations perfomed. Conducting tests is imperative to obtain conclusive results. In my lecture, Ielaborate extensively on the process, emphasizing the importance of using the seed again to observe its performance. ",start 00:00 end 06:00,,,,,,,,,,,,
,Sustainable Natural Farming System,https://drive.google.com/file/d/1DpZm480V6E_02XOHUQ7i4SZnFfS8QVgd/view?usp=drivesdk,,If we say on  saw on the natural system then the places which are above there are plants and the places which are down  there are water so if we do same the work in our fields we make the beds and we grow the crops on the besds and we give the water to the beds with drainage those are between the beds for our insects will increase and if we give the water  in the form of foold irrigation  then the water stay in the land and the insects die. So our crop hunt differentt disease and there fore we give the spray and fertilzers.,,,,,,,,,,,,,
,Comparison of Garlic crop Conventional versus PA/PQNK,https://youtu.be/ry3pdCgltCE?si=zsosXz7FXDibozHy,slot two ,If we shift our land on the PQNK then mulch is very important. Because the mulch retain our land cool and it retain humidy in our land and for our 80% water save so PQNK is system is natural and it never wrong. When we plough the land for this the insects which are helped to grow the land then they  die and for this our land week and we use the fertilizers and therefore we sparay our crops and our crops hunt different disease. ,start 00:00 end 03:00,,,,,,,,,,,,
,canola on the PQNK.,https://youtu.be/lFRz7vN3aJc?si=yHG7QF877wvYlLhI,slot two ,We can also grow the conala on the PQNk system. On the PQNK system the Canola will grow soon and on this system it save a lot of time and alot of money and have more nutrition. so the crops which is produce form the PNQK have more nutrition 80% to 90% then the crops which are produce with  fertlizers and with ploughing the land and using the spray. ,start 00:00 end 01:00,,,,,,,,,,,,
,"Carrots on PQNK - over 80% ""A"" grade - 4 crops a year",https://youtu.be/P2kDUPkSSRI?si=FRaGw1sShg5FQoHC,slot two ,"Carrots production on PQNK. Conventional method; Carrots is not considered as a good cash crop. Seed is broadcasted in finely prepared soil, furrows are made, seed gathers on ridge top. High seed rate (2kg), concentrated plants. No uniformity in size and shape. Less than 40% ''A'' grade. Hight cost of harvesting by digging with shovel. Single authrmn crop in  a year. PQNK process; Fallow steps to shift from ACI to PQNK. Make beds when soil is wll moist. Plant 200,000 seed (250g) per acre with no-till precision planter. Carrots grow well between 10_30c. Plan for 3-4 crops per acre per year. Harvesting is easy, pull, shovel is not required. Romove leaved (use as mulch) ",start 00:00 end 09:00,,,,,,,,,,,,
,Sustainable natural farming system (picnic) corn cultivation,https://youtu.be/R3ZU7m7fcIY?si=5bn5EjJX3mlzANKx,slot two ,We can  also grow the corn on the beds. Mostly peopls grow the corn of the animals and the give the water and they the fertilizers and  and spray the cron crop for different to protect from different disease. So if we grow the corn on the PQNk systems and we grow it on the beds then it save our water and for this our land will remain good and soft so on this system the corn will grow soon. Why do we plow? Seed requires two things for germination. Moisture that it gets from soil: for this seed to soil contact must be firm. Warmth that it gets from sun: for this we plant seed when temperature is favorable. We plow soil to improve seed to soil contact for better germination. For eradication of weeds. There is no other reason.,start 00:00 end 23:01,,,,,,,,,,,,
,Corn on 42” raised beds,https://youtu.be/DpRZl0boldM?si=_MdTI8YF8g06G4Fp,slot two ,Corn on the beds if we grow two seeds on the beds. And our corn will remian healty and the water reqirements decrease.,start 00:00 end 00:44,,,,,,,,,,,,
,Cotton on PQNK,https://youtu.be/Nziem28U3As?si=tqcxtVJyfW0lcXcn,slot two ,If we grow the cotton with out beds then  we have to give the spray to the cotton and have to give the water again and  again and maybe there are many insects which can destroy the crop. We don't know that what thing is required to the plant. If we give water more then necessary then our crop can effect. If we give the water less then necessary then our crop can effect. So if we fallow the PQNK system. Insects give the food to the plants.,start 00:00 end 01:30,,,,,,,,,,,,
,PQNK Cotton,https://youtu.be/U0ttXM8tmW4?si=MCvJLL686F9-w6Ef,slot two ,If we grow then never a disease can attack on the crop because there are many micros those save the plants from the desease and  for different disease. So on  the PQNK system we can produce the crop without any cost. And we can also produce the cotton on the PQNk without any cost. It also save our a lot of time and a lot of money and a lot of water 90% water save it.,start 00:00 end 05:00,,,,,,,,,,,,
,Fodder on PQNK at zero cost,https://youtu.be/YjdNL6zOtzw?si=3ydv3ctYcctXa2XZ,slot two ,We can alos grow the fodder for animal with out any cost and with out plough plough the land the work which we have to do is that we have to do mulch correct way because mulch remain the land cool and remain the humidy and soft so mulch is very important in this PQNK system.,start 00:00 end 01:00,,,,,,,,,,,,
,Garlic on PA/PQNK,https://youtu.be/-bfBD8q0VHM?si=cZUR5yJD48h2i5Jq,slot two ,We can also grow the gralic on the PQNK system. For this the Gralic height will increase. The gralic which is produce from PQNK is more taste and have more nutrition then other gralic so we should eat the those fruits which have more nutrition.,start 00:00 end 03:00,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Grapes on PQNK. No fertilizer and no pesticide the past two years.,https://youtu.be/YiGEgizlrA0?si=9IAuCwkMkO5J9uUk,slot two ,Thre are many peopls those are growing the grapes gardens and they use fertilizers and they give a lot of water for this the insects which are helping to grow the crops those die and the grapes hunt different disease.If we shift the land on the PQNK system and gardens then thier crops will produce. Then we do not spray the crops and  and we do not give the fertilizers to the lands . So PQNK is saved our all the things time  money water and all the things and have more nutrition and more good for our health. ,start 00:00 end 43:00,,,,,,,,,,,,
,PQNK grapes.,https://youtu.be/pAEnsjv3o_k?si=-G93Qwl-Yq7hs9OV,slot two ,So on PQNK system no Insects attack on the grapes because  there are many micros those are in the plants of graps and they kill the germs so that. Because when  there was no one in the world then Allah make a system so this system is comming since foury lac years ago with successfully so when the man started to plough the land and started to give the fertilizers to the crops for this in the crops in the fruits and in vegetables and in other things the nutrition and taste decrease  because the fertilizer is the poision so for this we hunt different disease. And if we grow the crop we spend a lot of money on the crops and we cannot make the profit. So on PQNK system we can produce the crop without any cast. Only one time we have to make the beds and and we have to grow the crop and harvest the crop in the next year we do not plough the land and do not distrub the beds.,start 00:00 end 04:00,,,,,,,,,,,,
,Guava on PQNK,https://youtu.be/38MUC6h--Uo?si=B0vKNFtWdC6cql6w,slot two ,We can grow the Guave on PQNK system for the insects which are helping to grow the plants those increase. So there are two things which are required to grow the plant  water and air if we give a lot of water to plant then it also effect on the seeds of the plants so if we give a low water to the plants then it also effect on the plants so we have to give the water only those times when plant is change thier clour due to the lack of water and if you think that the water is need to the plant so we have to give the water only those time and we do not give the fertilizers to the plants because there is a lot of food for plants in ground and the micros are giving him. When we cut the grass up side then roots which are under the surface became the food of micros and became the food of the plants. ,start 00:00 end 02:00,,,,,,,,,,,,
,Mango on PQNK,https://youtu.be/gd_aR7-cabw?si=REZJKYBdT4kPcUGA,slot two ,We can also grow the mangos on PQNK because on PQNk system there is little chance that a disease attack on the manos,start 02:00 end 04:0,,,,,,,,,,,,
,Production of cucurbits family - Melons on PQNK,https://youtu.be/jEp-pk8cFrQ?si=a3nZ9dk2vVxAyt8a,Slot one and two ,"Production of cucurbits family-melons. After leveling, break the hardpan, water wash if necessary, prepare soil and make beds. Don't apply any fertiliser. Line to line distance would be 86'' and plant to plant in a row 18'' to 24'', plant seed at 1'' to 1-1/2'' deep in soft soil. Plant seeds on left side of the bed 1, about 8'' away from the corner - add corn seed on the south side for shade. Plant seeds on right side of the bed 2, about 8'' from the corner. Close middle furrow '' C''. if moisture in soil is not enough, apply water in furrow A and B only,Not in furrow C. Mulch the beds 3'' to 4'' thick, after plants get to5 leaf stage about 8''long. To get more, yet unformed fruits,prune the vines, cut main vine at 9'', lateral (side to side) branches will grow,cut them. at 9'' length, new brahces will sprout,keep three, prune the rest. After fruit start forming, keep healthy fruits and cut the brahch about 4'' away from the fruit, Idea is to keep one fruit per branch that directly sprout from lateral branch and not from main vine, Don't have any fruit from main vine. Method will produce uniform size and tasty fruits. Same process is good for cucurbits family. Remember, Vines bear male and female flowers separately, pollinators and required for fruit setting. If seed costs is high, grow squash vines (desi-kudo) along with hybrid for grafting. ",start 00:00 end 09:00,,,,,,,,,,,,
,Peanut 🥜 on PQNK,https://youtu.be/B6TOz4vD7qE?si=_SLLMYp0-94azwOx,slot two ,"We can also grow the peanut on the PQNK because There are many places where the farmers grow the peanut. Moslty crops depends on the nature rain and we  plough the land and we spray the peanut because the after the rainy season the insects is also attack on the leafs of the peanut and we spend a lot of money on the lands.  So if  we make the beds in the land then we cover them with properly and only one time we have to make the beds andgrow the peanut and harvest the peanut and weed which wil grow in the first year we have to cut and  from this grass we cover the land for this our land will remian humidy and remain soft . 
 ",start 00:00 end 02:00,,,,,,,,,,,,
,Peanut production on PQNK,https://youtu.be/59AfFRQa134?si=FPbAfc_QIzvfCp7m,slot two ,There are many plcees where the peopls are growing the peanut  but they  cannot produce the peanut as well as should be they spend a lot of money on fertilizers and on the seeds and they plough the land again for this land humidy is decrease and the insects die those are helping to grow the crop. First we have to break the hardpan properly and we have to make the beds and grow the seed and we have to cover the land because when we cover the land then  humidy is remain a long time and the insects alive and for this the penut will grow the soon and produce good and batter seed.,start 00:00 end 14:00,,,,,,,,,,,,
,Cultivating Potatoes the PQNK Way: A Pathway to Bountiful Harvests!,https://youtu.be/NQRJiZjPSOo?si=mOlWMItqThD66x4s,slot two ,"Cultivating Patatoes the PQNK Way: A pathway to Bountifulharvests! PQNK is the natural process for soil fertility and vegetation, a comprehensive provision and protectiion ecosystem. It has four fundermentals: No innundation of soil with water, planting on permenent raised beds. No tillage, soil shold never be disturbed. Soil should always be covered with organic mulch i=to maintain soil temperature between 10 to 26c, maintain moisture in soft, suppress weeds and to facilitate life in soil. There should be no hardpan layer created by the use of farm machinery, aormally beteeen 8'' to 20'' underneath soil temperature: 8 to 24centegrate ~",start 00:00 end 20:00,,,,,,,,,,,,
,"Rapeseed on PQNK. No irrigation, no fertilizer and no pesticides applied",https://youtu.be/pZ-rwsM4XIU?si=oH0XOBVWOCk--J8T,slot two ,We can also grow the rapeseed on PQNK. On this system no pesticide attack on it. Because there are many micros against any disease and the no pesticide can attack on the on fruits of the paltns. If any Pesticide attack on it then all the micros kill it.,start 00:00 end 02:00,,,,,,,,,,,,
,Direct Seeding of Rice Saves 10-15 days : Urdu Voice Note of 2 minutes -,https://drive.google.com/file/d/13fwQNAR7PrbtsxWLFKkG6uzNV0U5HFv_/view?usp=sharing,slot two ,Coplete procedure of growing the rice.,start 00:00 end 01:35,,,,,,,,,,,,
,Rice Requires Very Less Water : Punjabi Voice Note of 1 minute -,https://drive.google.com/file/d/15nkjK_5BfhNxcXQDFYLZ2eo6BRuf2XBS/view?usp=sharing,slot two ,when we grow the rice in this season there is a lot is lot humidy in the air. In this season we should not give the water to rice.,start 00:00 end 00:42,,,,,,,,,,,,
,Wheat and Rice Crops Rotation in PQNK : Urdu Voice Note of 3 minutes -,https://drive.google.com/file/d/18mZoSf56UEdxC0u9o6T1iQfJpHKNIXm7/view?usp=sharing,slot two ,If we have grow the wheate in our land we want to grow the rice on the same place then when we give the last water to the crops then  we can grow the rice on the beds and after the harvesting the crop of wheate then the wheate will grow and we have to not plough the land and like this we can grow all the crops without disturbing the land.,start 00:00 end 02:44,,,,,,,,,,,,
,"Sesame on PQNK. No fertilizer, no pesticides and no irrigation.",https://youtu.be/7dUH03t4ScQ?si=uCUGDCbcmYBYdwrx,slot two ,We can also grow the sesame on the beds because on beds it can be effect with heavy rain and with the strom. On the PQNK no pesticide can attack and because there is lot of micros which are against any every disease. There is no need of fretilizers because fertilizer is poision and when  the micros eat then they die so there is a lot of food for plants and the micros are giving regularly.,start 00:00 end 01:30,,,,,,,,,,,,
,Strawberries PQNK Quality Pristine Organic,https://youtu.be/ROyzFD-mYNY?si=PVHMHgDQnth5TeSN,slot two ,When we grow the strawberries with out PQNK then there is no taste in that and we spend a lot of money on it we give the fertilizers and we spray the food again and again this our food is not good there is no taste after spending a lot of money on it. So if we grow the the strawberries on the PQNK system then there is no need of fertilizers and there is no need of the spray and in this system there is a lot of taste in it. Only we have to grow the strawberry and we have to harvest the strawberry. ,start 00:00 end 06:33,,,,,,,,,,,,
,Strawberry 🍓 on PQNK no purchased input applied,https://youtu.be/Vw6QfHtT4Y8?si=apHz4UgshtGTz8DN,slot two ,The farmers those are growing the straberry they give a lot of spray and they give a lot water and they give a lot of fertilizers and they often spray the strawberry after two days. So for there is lot of posion include in the strawberry and this is also is not good for our health and it cause of die for eating this straberry we can sick. So if grow the same strawberry on the PQNK then there is no need of fertilizers and there is not need of spray and for this the taste will also increase and have more nutrition.So when we eat the natural foods then they have more nutrition then other foods and more good fore our health. If we eat the five strawberry which is produce with out PQNK with fertilizers and sprays and if we eat the one strawberry then it is more helpful for us then five.,start 00:00 end 02:11,,,,,,,,,,,,
,Sugarcane on PQNK. Cutting off mother shoots.,https://youtu.be/BXQxY3cGmYA?si=HiNNbKBngOXoyDqu,slot two ,Cutting off moterh shoots. On the PQNK. ,start 00:00 end 01:29,,,,,,,,,,,,
,"Sugarcane on PQNK, farmer is a mute person",https://youtu.be/C9tKDRWirqU?si=Ng50B2STYNtpFm8I,slot two ,The PQNK system is save our 80% to 90% water. If we grow the crop without PQNK then we give the water to the plants in one point five hours and if we give the water to the crop which is grow with PQNK then we will give the water same in half water. Si on PQNK we cannot give the water to the crop then our crop will not die. So if we do not give the water the crop which is grow with out PQNK then it can die for not giving water in one or two weeks. ,start 00:00 end 02:40,,,,,,,,,,,,
,Sugarcane on PQNK,https://youtu.be/5uZtzsH-tvY?si=44NKY5uKLjmY4NAa,slot two ,On the PQNk sugrancane height will increase and for this and they looks more beautitul. Now a days the price of the fertilizers is very high and and when we plough the land then the insects which are helping to increase those are die for this our land cannot produce the crop well so when we grow the crop on the PQNK then there is no need of fertilizers there is no need spray. It save our a lot of time and it save our a lot of money and it save our a lot water. ,start 00:00 end 03:00,,,,,,,,,,,,
,Turnip on PQNK,https://youtu.be/0X-qXQRSnQ4?si=jCjPdOYVSPPDwiAw,slot two ,We can also grow the turnip on the PQNK with out any cost only we have to grow the seeds of  the turnip. When we grow on this system then taste will increase.,start 00:00 end 01:00,,,,,,,,,,,,
,PQNK Impact on Turnip Morphology,https://youtu.be/u0X-Q9OY31c?si=3UqDMhA-r7gPa3oB,slot two ,PQNK Impact on Turnip Morphology. Soil Structure Transformation; Deep pernetration through hardpan breakage. Enchanced root development space. Improved water infiltration pathways. Microclimate Management; Optimized soil tempeture regulation. Consistent moisture retention through organic mulching. Reduced temperature fluctuations. Microbial Ecosystem. Enhanced bbeneficial soil microbe activity. Balanced mineral solubilization and uptake. Improved nutrient cycling and availability. Biological prtection. Bt bacteria providing vatural crop protection. Reduced pest pressure. Enhanced plant immne reponse. Morphological impact; Elogated turnip development. Unifrom pruple-white coloration. Superior size achievement. ,start 00:00 end 01:01,,,,,,,,,,,,
,Wheat production on Paradoxical Agriculture PA/PQNK - The Natural Ecosystem Science,https://youtu.be/04Yx3A12fLs?si=4_c4LWPHk5BQm-u8,slot two ,We can also grow the wheate on the PQNK system. There are many farmers those are produce the wheate and mostly crop depend on the natural system it depend on the rain the issue some time the rain do not come a  long time so for this our crop effeced and they change their coulur  because the farmers give the fertrilizers in theland  and the micros are die and for this our crops change the colur and they effect some time so if we grow the crop on beds and cover it then for theis our land will remian humidy and our land will remain soft so our land will remian soft so for this the numbers of micros will increase and our land will produce more crop .,start 00:00 end 31:00,,,,,,,,,,,,
,Organic plus wheat production without purchased inputs - Paradoxical Agriculture PQNK,https://youtu.be/mqqcWINS8wI?si=rIk8v5dI9FNAPUnu,slot two ,If in  the land there is a lot of bushes and weed then first of all we have to level the land the breake the hardpan. And we makethe beds and check that the water is going from one side to other side and then we can grow the all the crops wheate rice and other crops . ,start 00:00 end 27:00,,,,,,,,,,,,
,Wheat on the PQNK ,https://drive.google.com/file/d/182BZzcVqTDyX8LxpWWa7iAabhDRKHtzk/view?usp=drive_link,,When we grow the crop  on PQNK then for this our crop is also remain soft and for this our crop grow soon and the roots of crops is also go down. If we grow the wheat on the beds then for this it will grow soon and for this it roots is also go down so when we it will not effect with heavy rain and stroms.  This system is also save a lot of water. ,,,,,,,,,,,,,
,Wheat on  the PQNk ,https://drive.google.com/file/d/1AkKIu2vYlQeH-JSY49FIx12uakcEzpCU/view?usp=drive_link,slot two ,There are many farmers their crop depend on the rain. So when we use different fertilizers and give the spray to the crop for this  our crop effected. And some time the rain do not come and our crops distroy. So on the PQNK when we grow the crop  on the beds then for  this there is a lot of money save and for this there is a lot of time save. If some time the rain do not come then our land have humidy and the crop no effect. So if we want to get profit from agriculture system then we have to grow  all the crops on the PQNK system. Because nowa days the price of the disel and the price of every machinery is very high and the fertilizers are also expensive so with out PQNK we can not get the profit from the crops as good as should be. ,start 00:00 end 02:56,,,,,,,,,,,,
,Yield vs Profit - Wheat,https://youtu.be/sS40004xc-o?si=_KhjoYBmUC82pM1d,slot two ,Coplete porfit table of the wheate. ,start 00:00 end 06:55,,,,,,,,,,,,
,Difference the crops which are growing with PQNK and which are growing with fertilizers. ,https://drive.google.com/file/d/1ApMjpJGAJaOAUFNL7NohKcvmTBGAUX04/view?usp=drive_link,slot two ,If we grow the crops with the fertilizers and with ploughing the land. Then some time  the rain cannot  come and for this our crops effected they change their colour and they do not produce a good seed. So their are many farmers those grow  the crops. Their  crops is depend on the nature system system. So the crops which are with the PQNK system their is a little chance that they effect  due to the lack of water. Some time the rain do not come a long time.,start 00:00 end 00:40,,,,,,,,,,,,
,Wheat (Last Water Requirement and Explanation) : Urdu Voice Note of 4 minutes,https://drive.google.com/file/d/14CkV59cT3yN1CZmD4FnIJK4wbgPc88A-/view?usp=sharing,slot two ,A lot of water is not good for the crop because when we give to the crop then it can effect to the crop we should give the water to the crop only those time when the water is need to the crop we can judge from the colour of the crop that water is required to the platnt or crop. There is a lot of food for he crop in the land and the micros are giving.  So there are two things which are required to the plant water and sun light the plant is grow these two things. So we give the water to the plant when it required the water.,start 00:00 end 03:40,,,,,,,,,,,,
,Wheat and Rice Crops Rotation in PQNK : Urdu Voice Note of 3 minutes,https://drive.google.com/file/d/18mZoSf56UEdxC0u9o6T1iQfJpHKNIXm7/view?usp=sharing,slot two ,When we give the last water to the crop then we can grow the seed of the of the rice. Then will success. ,start 00:00 end 02:44,,,,,,,,,,,,
,Wheat and Lucerne Inter Cropping Urdu Voice Note of 3 minutes,https://drive.google.com/file/d/1mjVkC8q7dgsDFi89IvBwhSLarSmokWKy/view?usp=sharing,slot two ,We can also grow the medicago sativa  before the crop we often grow the crop in octber and if we grow the medicago sativa in the wheate field  and we can grow  the wheate and medicago sativa because there are two months are required to prepare the medicago sativa and it do not grow properly in the winter so before growing the wheate we can also grow the medicago sativa and after one month we can grow the wheate and after growing seed of wheate one month we can harves the medicago sativa.,start 00:00 end 03:00,,,,,,,,,,,,
,PQNK process to recover saline soil,https://youtu.be/naGoRMJiq-A?si=nclyljwf2COncYFC,slot two ,"PQNK process to recover saline soil; Indundated soils accumulate salts that clog soil pores and reduce water absorption, retentionn and aeration, which can lead to poor crop performance. To improve soil health and crop yield. follow these steps; Make longer fields to facilitate efficient machinery operation and reduce wastage, Breake up hardpan with a subsolier, making sure to properly break the hard layer in the soil, normally in the range of (7''-17"") by diging a few pits to check, Wash the soil with flood irrigation, micing 10kg of sulphuric acid with the water, Wash the soil with flood irrigation, micing 10kg of sulphuric acid with the water, Prepare the soil by mixing cover crop seed with hormemdade acrobic compost (200) kg and broadcast it evenly. Then make permenent beds. The ransition should be made during mild weather, inspring or autumn, Once the cover crop has gained a reasonable height, usea crimper or mulcher to cover the beds wih mulch, but never uproot the plans, The field is now ready for planting of cash crop using ano-till precision planter. Note; It may take a few cycles of crops to fully recover the field. In the waterlogged areas, make higher raised-beds. ",start 00:00 end 10:00,,,,,,,,,,,,
,,,,,Start 00:00 end 02:56,,,,,,,,,,,,
,Furrow Irrigation in sandy soil on PQNK,https://youtu.be/LrZwUR4nxGw?si=OasRL3nzKYPiXhGG,slot two ,There is big issue for farmers they a lot of water to sandy land for this their water is wasted. The particles of the sand is big and the water do not stay on the top of the sand this water cannot supply to the crops properly. So drainage between the beds if mix the sand with clay only on the top of drainage then there stay a lot of water and thiswater will supply only to the beds crop. So for this the water will no waste and we save a lot of water. ,start 00:00 end 04:00,,,,,,,,,,,,
,Managing water flow in sandy soil,https://youtu.be/i83BPeUFHOQ?si=iuSGgbQMUcki_Nh5,slot two ,It difficult to give water again and agian to the sand land because the particles of the sand is big and the water is gone donw so we make the beds and mix the sand and clay in the drainage between beds for this the water will stay on the top and this can be more help ful for the crop. ,start 00:00 end 02:08,,,,,,,,,,,,
,one acre prosperity model,https://youtu.be/ytfBRSpBGmQ?si=NK5U78jmAYtZc5jc,slot two ,If we have a garden like citrus and grapes and other gardens so the distance between two beds we can also grow there vegetables and crops. We have to make only time beds and grow the seed. And we have to harvest. We can produce crop without any cost. ,start 00:00 end05:00,,,,,,,,,,,,
,Farmall 504 plowing with #420 plow,https://youtu.be/uwRpGoaMHro?si=y_bdVKCGGRYXQkt2,slot two ,ploughing the land,start 00:00 end08:00,,,,,,,,,,,,
,How is Laser Land Levelling working in animation (IRRI).,https://youtu.be/kRAwyr6oK7Q?si=ifVz8v-9Ggw3vFf2,slot two ,Laser leveling ,Start00:00 end 00:54,,,,,,,,,,,,
,Raised beds making for PA/PQNK,https://youtu.be/EJ2b2dTXdLg?si=IlNfZor5Qa7bnyNh,slot two ,On the PQNk system only one time we have to make the beds and we have to grow the crop and harvest the crop we can also produce the crop without any cost. After making the beds if we cover the land then in our land will remain soft and and remain this system save a lot of water.,start 00:00 end 01:00,,,,,,,,,,,,
,No-till raised bed rollermatic precision planter for PQNK,https://youtu.be/4QEeqf3I3uI?si=TJESrswojOZti4YQ,slot two ,Mulching play a very important role in the PQNK system. If we do not do the mulch properly then weeds can grow and and out land do not remain the humidy properly. First year we make the beds and we do mulch propely and on the beds we have to grow the crop. There are many machines which make the beds. Maybe in the first year the weeds can be grow so we have to cut the weeds from up the land and we have to not cut the roots because when we cut the weeds up from the land then the roots destroy and make the food of crop and it also make the way of water going to the crop.,start 00:00 end 00:45,,,,,,,,,,,,
,Performance of no-till precision PQNK planter,https://youtu.be/FWH5DR01kg0?si=1eRMiFcM_yp2sgNT,slot two ,Mulching is very important in the land because after  harvesting the crop we have to harvest the land above from the beds because these weeds grass and roots of the crop became the food of the next crop and they cover the land for this our land will remain soft and our land will remain the humidy. ,start 00:00 end 01:10,,,,,,,,,,,,
,Empowering Agricultural Education: Circular Production through the PQNK Framework at the University,https://youtu.be/5nw6H2BFgVk?si=IiSZVO5mxje_CwTS,slot two ,"Empowerig the agriculture eduction: Circular  protection through the PQNK framwork at the University of lahore; The faculty and students from the University of Lahore visited me for a two-hour session on circular production following the PQNK framework. The university is adopting an innovative approach to agricultural education by focusing on the circular production of vegetables. This collaboration reflects a strong commintment to practical learning and sustainablitity. By creating a showcase midel, they aim to demostrate the principles of PQNK for circular agriculture, emphasizing resource efficiency and waste reduction. We will provide mentorship and guidance for the successfull development and implementation of this model.",start 00:00 end 00:50,,,,,,,,,,,,
