Video  No,Video Title,Video Link,Video Slot,Transcription,Timestamps,Information,Quotations,Speaker Name,,Video Length,Priority,Topic,Video Start Link,Video End Link,Generic Info,Citation,Video Quality
,,,,it is generally recommended to purchase fresh hybrid seeds each year to consistently maintain desired traits,1:53 - 1:59,,,,,,,,,,,,
,,,,alternatively consider open pollinated or heirloom varieties for Reliable trait and yield preservation,1:59 - 2:01,,,,,,,,,,,,
,,,,here are some of the benefits of using hybrid seeds,2:01 - 2:12,,,,,,,,,,,,
,,,,higher yields,2:12 - 2:15,,,,,,,,,,,,
,,,,improved disease resistance,2:15 - 2:17,,,,,,,,,,,,
,,,,uniformity,2:17 - 2:20,,,,,,,,,,,,
,,,,here are some of the drawbacks of using hybrid seeds,2:20 - 2:21,,,,,,,,,,,,
,,,,higher cost,2:21 - 2:23,,,,,,,,,,,,
,,,,reduce seed viability,2:23 - 2:25,,,,,,,,,,,,
,,,,reduce genetic diversity,2:25 - 2:28,,,,,,,,,,,,
,,,,Farmers should make and keep their own seeds this is necessary to reduce costs,2:28 - 2:31,,,,,,,,,,,,
,,,,and dependence on seed companies which are increasingly monopolizing the seed,2:31 - 2:33,,,,,,,,,,,,
,,,,Market in an attempt to control the food supply by giving their seeds to,2:33 - 2:36,,,,,,,,,,,,
,,,,companies farmers are losing their sovereignty over their own food production,2:36 - 2:38,,,,,,,,,,,,
31,Feasibility of a Slit-till Precision Planter,https://youtu.be/gq4flwqqddQ?si=CVre9X66jVaOdJ1v,Slot 3,feasibility of a slit till Precision planter,0:01 - 0:05,Direct Info,,TRUE,FALSE,3:06 min,High,Seed Efficiency: Reducing Wastage Through Precision Farming,Start,End,More Specific,,Lectures 
,,,,Farmers often underestimate the significance of proper planting practices crop stand and the potential for savings associated with them,0:05 - 0:13,,,,,,,,,,,,
,,,,ensuring the desired number of plants with accurate rotor row and plan to plant distances is the pivotal step in achieving successful pqnk production,0:13 - 0:21,,,,,,,,,,,,
,,,,once this critical aspect is addressed the rest of the farming process becomes relatively easier,0:21 - 0:28,,,,,,,,,,,,
,,,,unfortunately many farmers compromise on seed quality resulting in the excessive use of seeds to meet the desired plant count,0:28 - 0:35,,,,,,,,,,,,
,,,,this approach not only leads to seed wastage but also disrupts the necessary plant-to-plant distance required for optimal yield targets,0:35 - 0:43,,,,,,,,,,,,
,,,,to improve plant-to-plant distance an alternative method employed by some Farmers is to sow more seeds and then thin out the excess plants after germination,0:43 - 0:54,,,,,,,,,,,,
,,,,however this approach proves to be labor-intensive and results in wastage of both seed and plants,0:54 - 0:59,,,,,,,,,,,,
,,,,moreover maintaining consistent plant-to-plant distances becomes a challenge with this method,0:59 - 1:04,,,,,,,,,,,,
,,,,another common issue is that farmers fail to differentiate between a planting drill and a Precision planter,1:04 - 1:10,,,,,,,,,,,,
,,,,a planting drill randomly drops seeds without singulating or separating them from each other often resulting in inadequate soil coverage,1:10 - 1:17,,,,,,,,,,,,
,,,,this leaves the seeds vulnerable to bird predation and prevents many seeds from attaining the necessary moisture for successful germination,1:17 - 1:25,,,,,,,,,,,,
,,,,on the contrary a Precision planter separates each seed and drops them individually at regular intervals,1:25 - 1:32,,,,,,,,,,,,
,,,,it ensures proper soil coverage and firmly presses the seeds on both sides promoting strong seed to soil contact,1:32 - 1:38,,,,,,,,,,,,
,,,,this approach minimizes seed wastage improves crop stand and facilitates uniform plant growth,1:38 - 1:43,,,,,,,,,,,,
,,,,additionally seeds planted with a Precision planter exhibit a higher germination rate even in low moisture conditions,1:43 - 1:51,,,,,,,,,,,,
,,,,to achieve optimal results it is essential to use clean uniform seats and rely on well-trained tractor operators,1:51 - 2:00,,,,,,,,,,,,
,,,,by recognizing the importance of precise planting techniques and utilizing suitable equipment farmers can enhance their crop stand maximize seed efficiency and achieve more consistent and uniform plant growth,2:00 - 2:12,,,,,,,,,,,,
,,,,estimating the cost of a slit till Precision planter at ours 650 000 the cost of planting seeds on 100 acres would be approximately ours 6500 per acre,2:12 - 2:23,,,,,,,,,,,,
,,,,however when considering the additional expenses related to Conventional tillage-based farming practices such as tillage seed bed preparation increased seed quantity per acre drilling crop thinning and time saved the planter can recoup its investment in just one season,2:23 - 2:41,,,,,,,,,,,,
,,,,this calculation also takes into account the advantages of water conservation reduced labor improved yield And Timely execution of operational tasks,2:41 - 2:51,,,,,,,,,,,,
,,,,Precision farming requires a meticulous approach where every step of the process including the use of a Precision planter must be followed with utmost accuracy and attention to detail,2:51 - 2:59,,,,,,,,,,,,
32,PQNK the ultimate natural food production system,https://youtu.be/4A5HgaL7pHA?si=wdJmaUH6vNVpeJ_k,Slot 3,Most of our farmers are still not capable of understanding permaculture,0:00 - 0:05,Direct Info,,TRUE,FALSE,10:22 min,Low,,Start,End,non Specific,,Lectures 
,,,,"Nor have they tried to understand it. We have been working on this concept for 10-12 years, since 2008, and wherever we are implementing machines, we are making farmers understand that permaculture is the ultimate food production system",0:05 - 0:24,,,,,,,,,,,,
,,,,"There is no better system than this, nor can there be, because it is a system created by nature",0:24 - 0:31,,,,,,,,,,,,
,,,,"It is a system that nature has created and has been running successfully for 40 crore years without any fertilizer, spray, poison, or any deficiency",0:31 - 0:46,,,,,,,,,,,,
,,,,It has been producing food for the entire world,0:46 - 0:51,,,,,,,,,,,,
,,,,"According to the estimates of institutions, there are 13 lakh different species of living beings in this world",0:51 - 1:02,,,,,,,,,,,,
,,,,"Many scientists believe that this number could be more than 20 lakh. Out of these 13 lakh, only humans are the ones who produce food",1:02 - 1:18,,,,,,,,,,,,
,,,,"Nature supplies food to every living being, but humans have taken the production system into their own hands without any thought or understanding",1:18 - 1:34,,,,,,,,,,,,
,,,,"This is the reason why all the problems you see today exist, such as water scarcity, land degradation, climate change, and the high cost of production",1:34 - 1:54,,,,,,,,,,,,
,,,,The quality of the food produced is so poor that today almost everyone's health is deteriorating,1:54 - 2:05,,,,,,,,,,,,
,,,,"The deterioration of health is solely due to the poor quality of food. If we adopt natural farming and implement it strictly, people think that perhaps the yield decreases due to pests",2:05 - 2:24,,,,,,,,,,,,
,,,,"Countless farmers here say that this is wrong. Many farmers say that they have not used any chemicals or poison for years, and their production is getting better and better",2:24 - 2:42,,,,,,,,,,,,
,,,,"There is no deficiency in it, no need to add anything, no need for any fertilizer or pesticide",2:42 - 2:57,,,,,,,,,,,,
,,,,The purpose of my writing is to make everyone understand in a very good way how amazing this system is,2:57 - 3:08,,,,,,,,,,,,
,,,,"This is not a system created by me. I repeatedly say that this is nature's system, which we have learned and I am passing it on to you",3:08 - 3:19,,,,,,,,,,,,
,,,,"Now, the different aspects of this system are: What are the initial costs? If we shift from conventional methods to permaculture, what are the expenses?",3:19 - 3:37,,,,,,,,,,,,
,,,,"There is no expense except for laser leveling, which most farmers already do. If you are using flood irrigation, then laser leveling is necessary",3:37 - 3:50,,,,,,,,,,,,
,,,,"If you are in a hilly area where the land is not level, then laser leveling is not required. After that, we should make beds, which need to be made only once",3:50 - 4:08,,,,,,,,,,,,
,,,,"When you shift for the first time, you need to add organic matter to the soil, such as live mulch, crop residue, or manure from other fields",4:08 - 4:44,,,,,,,,,,,,
,,,,"Then, whatever crop you grow, the investment is the lowest. There is nothing cheaper in the world",4:44 - 5:01,,,,,,,,,,,,
,,,,"The cost of laser leveling will be around 4000 rupees, and bed making will cost around 4000 rupees, totaling 8000 rupees",5:01 - 5:17,,,,,,,,,,,,
,,,,"With 8000 rupees, you can shift from conventional methods to permaculture, and the benefits you will get for a lifetime are unimaginable",5:17 - 5:26,,,,,,,,,,,,
,,,,"After that, the savings are immense. There is no expense for plowing, no expense for fertilizers or pesticides",5:26 - 5:40,,,,,,,,,,,,
,,,,"Countless farmers have started growing garlic just because of permaculture, as the cost of production has reduced significantly",5:40 - 5:55,,,,,,,,,,,,
,,,,There is no need for any agrochemicals or pesticides. The plants you need in the field will grow optimally,5:55 - 6:08,,,,,,,,,,,,
,,,,"Water supply is not an issue. Whether the water is scarce or salty, if you follow the correct methods, there is no problem",6:08 - 6:24,,,,,,,,,,,,
,,,,"The labor required is minimal, and there is no supervision or risk involved. Everything works in your favor",6:24 - 6:48,,,,,,,,,,,,
,,,,"Your operating costs are minimized, and production increases. The water table stabilizes and starts recharging",6:48 - 7:12,,,,,,,,,,,,
,,,,"The adverse effects of weather conditions start improving. The food supply will be sufficient, and every living being will start getting the required nutrition",7:12 - 7:31,,,,,,,,,,,,
,,,,The everlasting benefits are that you cannot imagine a better shield or better quality than this,7:31 - 7:44,,,,,,,,,,,,
,,,,The nutritional density of the food is so high that it provides all the necessary nutrients for humans and animals,7:44 - 7:58,,,,,,,,,,,,
,,,,You will not face any diseases. You can fight all diseases and live a healthy and productive life without any illnesses or medicines,7:58 - 8:16,,,,,,,,,,,,
,,,,The impact on the economy is significant. The savings from not plowing and the reduction in fuel consumption are enormous,8:16 - 8:42,,,,,,,,,,,,
,,,,"The cost of living has decreased, and healthcare expenses have also reduced significantly",8:42 - 8:55,,,,,,,,,,,,
,,,,"This is a system of nature that benefits the farmers who produce, the consumers who eat, and the government that supports it",8:55 - 9:19,,,,,,,,,,,,
,,,,"Everyone should take advantage of this system. It is a gift from Allah, and it is a very serious and important system",9:19 - 9:48,,,,,,,,,,,,
,,,,"There are only three or four things to understand: do not let the soil get waterlogged, do not plow, do not leave the soil bare, and do not disturb the deep soil layers",9:48 - 10:02,,,,,,,,,,,,
,,,,"If you follow these principles, you will be free from all expenses for life, produce good food, live a healthy life, and minimize problems",10:02 - 10:14,,,,,,,,,,,,
,,,,You should implement permaculture seriously and effectively. Thank you very much,10:14 - 10:19,,,,,,,,,,,,
33,Cotton on PQNK no fertilizer and no pesticides,https://youtu.be/-AyooHkYfiE?si=sbe4rmzSx5eWa4i2,Slot 3,__________________________________________________________________________________________,,Direct Info,,TRUE,FALSE,1:19min,Low,___________________________________________________________________,Start,End,non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
34,Sugarcane on PQNK,https://youtu.be/a_GQT9oIBzg?si=7iW7fqmcyPPna4kM,Slot 3,_______________________________________________________________________________________________,,Direct Info,,TRUE,FALSE,2:03min ,Low,_____________________________________________________________________,Start,End,non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
35,A citrus farmer from Indian Punjab share his story,https://youtu.be/IopPy2AYQ1M?si=td5Tovr0-BIr2NoA,Slot 3,_______________________________________________________________________________________________,,Direct Info,,TRUE,FALSE,2:13min ,Low,_____________________________________________________________________,Start,End,non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
36,New Citrus 🍊 orchard on PQNK,https://youtu.be/hgQiDfw4OZU?si=Sa87wMqJJKJl8O0j,Slot 3,_______________________________________________________________________________________________,,Direct Info,,TRUE,FALSE,1:08min,Low,_____________________________________________________________________,Start,End,non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
37,Citrus 🍊 and cotton on PQNK,https://youtu.be/tQaZTLWiUVc?si=JNKcep0Lt7tZU9To,Slot 3,_______________________________________________________________________________________________,,Direct Info,,TRUE,FALSE,1:13min,Low,_____________________________________________________________________,Start,End,non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
38,Sugarcane on PQNK Al-Noor Sugar Mill Sindh,https://youtu.be/UOZyEnfN54w?si=dUkZh80NXhHuC_C8,Slot 3,_______________________________________________________________________________________________,,Direct Info,,TRUE,FALSE,4:22min,Low,_____________________________________________________________________,Start,End,non Specific,,Outdoor Survey 
,,,,,,,,,,,,,,,,,
39,The Four Fundamental Principles of Natural Soil Fertility and Vegetation,https://youtu.be/r2PNPn6q1U4?si=HlP4yqNoiVWrC_QE,Slot 3,Four fundamental principles of natural soil fertility,0:01 - 0:10,Direct Info,,TRUE,FALSE,3:09min,High,"Sustainable Soil Management: Principles, Challenges, and the PQNK Approach",Start,End,more Specific,,Lectures 
,,,,Avoid water logging of the soil,0:11 - 0:16,,,,,,,,,,,,
,,,,Do not disturb the soil,0:18 - 0:22,,,,,,,,,,,,
,,,,Cover the soil with organic mulch,0:25 - 0:36,,,,,,,,,,,,
,,,,Promote biodiversity,0:39 - 0:44,,,,,,,,,,,,
,,,,Challenges in industrial agriculture,1:00 - 1:07,,,,,,,,,,,,
,,,,"Use of harmful practices (tillage, agrochemicals, etc.)",1:09 - 1:16,,,,,,,,,,,,
,,,,"Reliance on synthetic inputs (fertilizers, pesticides)",1:23 - 1:34,,,,,,,,,,,,
,,,,Lack of awareness and resources,1:39 - 1:50,,,,,,,,,,,,
,,,,Sustainable agricultural practices (PQNK),1:52 - 2:05,,,,,,,,,,,,
,,,,"Examples: raised beds, no-till farming, multi-cropping",2:07 - 2:15,,,,,,,,,,,,
,,,,"Benefits: soil restoration, biodiversity, cost reduction",2:17 - 2:28,,,,,,,,,,,,
,,,,Call to action for sustainable agriculture,2:31 - 2:39,,,,,,,,,,,,
,,,,PQNK explanation and its 400-million-year sustainability,2:41 - 2:57,,,,,,,,,,,,
40,"If Ongoing Industrial Agriculture Production System is Good, Then Why?",https://youtu.be/XoPxT0Bw_2w?si=Y3lrlGLq0wNp6mEW,Slot 3,Questioning industrial agriculture and organic food demand,0:01 - 0:09,Direct Info,,TRUE,FALSE,2:49min,High,The Flaws of Industrial Agriculture and the Need for Sustainable Alternatives like PQNK,Start,End,more Specific,,Lectures 
,,,,Industrial agriculture depletes soil nutrients and pollutes water,0:11 - 0:18,,,,,,,,,,,,
,,,,Organic food uses sustainable inputs for health and environment,0:23 - 0:29,,,,,,,,,,,,
,,,,No-Till Planting System – Helps water infiltration and prevents soil erosion,0:30 - 0:45,,,,,,,,,,,,
,,,,"Water Scarcity – Industrial agriculture overuses water, draining aquifers",0:47 - 1:06,,,,,,,,,,,,
,,,,Erratic Weather – Industrial agriculture contributes to weather manipulation,1:08 - 1:17,,,,,,,,,,,,
,,,,Skyrocketing Food Costs – High costs due to energy-intensive industrial farming,1:18 - 1:31,,,,,,,,,,,,
,,,,Low Nutrition Density in Food – High yields at the cost of nutrition,1:32 - 1:50,,,,,,,,,,,,
,,,,Regenerative Agricultural Practices – Sustainable methods improving soil and environment,1:52 - 2:05,,,,,,,,,,,,
,,,,PQNK (Pronounced Picnic) – A sustainable natural farming system,2:06 - 2:15,,,,,,,,,,,,
,,,,"PQNK Benefits – Enhances soil health, increases yields, and reduces environmental impact",2:16 - 2:21,,,,,,,,,,,,
,,,,Call to Action – Transition to sustainable farming like PQNK,2:24 - 2:43,,,,,,,,,,,,
41,Sunflower 🌻 yield on PQNK,https://youtu.be/C8AWpr2Hk28?si=il-iusPLfeegGGEK,Slot 3,Greeting and well wishes,0:03 - 0:06,Direct Info,,TRUE,FALSE,2:15 min,Low,Sunflower Cultivation: Yield Insights and Farming Experience,Start,End,non Specific,,Lectures /Outdoor Survey 
,,,,Mention of sunflower crop and planter used,0:08 - 0:13,,,,,,,,,,,,
,,,,Sunflowers have grown beautifully,0:28 - 0:34,,,,,,,,,,,,
,,,,People admire their beauty,0:34 - 0:39,,,,,,,,,,,,
,,,,Sunflowers were watered today,0:41 - 1:02,,,,,,,,,,,,
,,,,Some plants did not grow well,1:13 - 1:16,,,,,,,,,,,,
,,,,Yield results from two-acre and three-canal fields,1:16 - 1:23,,,,,,,,,,,,
,,,,Exact yield from sandy land: 29.5 maunds,1:23 - 1:31,,,,,,,,,,,,
,,,,Seeds planted: 15-20 kg,1:39 - 1:43,,,,,,,,,,,,
,,,,"Farming experience of 15-20 years, exceptional results",1:50 - 1:53,,,,,,,,,,,,
,,,,Acknowledgment and gratitude,2:07,,,,,,,,,,,,
42,Predators in support of PQNK,https://youtu.be/fkqv-IiG7VU?si=S2-ejd6nFk5gQ8mw,Slot 4,"In the transition from conventional crop plants to the PQNK Natural production system,the soil and life within it undergo a restoration process.",7:53 - 8:11,Direct Info,,TRUE,FALSE,11:49 min,High,Natural Plant Protection and Sustainable Farming with PQNK System,Start,End,More Specific,,Lectures 
,,,,"However, during this period, the plants may suffer from mineral deficiencies and lack the robustness to defend themselves adequately against pests and insects,as observed in the video.",,,,FALSE,FALSE,,,,,,,,
,,,,"Fortunately, this is where the role of predators becomes crucial.",8:11 - 8:25,,,,,,,,,,,,
,,,,"They swarm in to protect the plants and eliminate damaging insects,as illustrated in the video, demonstrating how the natural system thrives without the need for agrochemicals.",,,,,,,,,,,,,
,,,,It is essential to recognize that harmful insects and diseases are part of the natural recycling system. They tend to target weak or unhealthy living beings.,8:25 - 8:40,,,,,,,,,,,,
,,,,"As the soil and plants become healthier,several defense mechanisms are activated.",,,,,,,,,,,,,
,,,,"Repelling plants emit scents that repel insects, much like how flies prefer rotten substances.",8:40 - 8:48,,,,,,,,,,,,
,,,,"The soil contains multiple layers of BT bacteria that produce and inject poisonous proteins into plants, effectively killing young larvae.",8:48 - 8:57,,,,,,,,,,,,
,,,,"In cases where harmful insects grow large in size and BT poisons may not be sufficient, predators step in to clean up the infestation.",8:57 - 9:16,,,,,,,,,,,,
,,,,"Remarkably, there are over 1,700 different kinds of predators for each category of insects, ensuring a diverse and robust natural control system.",,,,,,,,,,,,,
,,,,"Additionally, meat-eating birds act as scavengers, preying on insects and pests to keep their populations in check.",9:16 - 9:24  ,,,,,,,,,,,,
,,,,"One interesting aspect is that sucking insects get attracted to nitrogen-saturated plant leaves, which are injured by them. ",9:24 - 9:38  ,,,,,,,,,,,,
,,,,"This is where viruses and fungi come in,understanding the poor conditions of the crop plants and taking their vital role in the overall recycling system.",,,,,,,,,,,,,
,,,,"By understanding and promoting the PQNK natural plant protection system, we can get away from harmful agrochemicals and foster sustainable and environmentally friendly agricultural production.",9:38 - 9:50  ,,,,,,,,,,,,
,,,,What chemicals do plants naturally produce to protect themselves?,9:50 - 10:01 ,,,,,,,,,,,,
,,,,There are many different chemicals that plants produce to protect themselves from predators. Some of the most common include:  ,10:01 - 10:17,,,,,,,,,,,,
,,,,"- Alkaloids: A group of nitrogen-containing compounds that are often toxic to animals, such as caffeine,nicotine, and morphine.  ",,,,,,,,,,,,,
,,,,- Flavonoids: A group of plant pigments that have antioxidant and anti-inflammatory properties. They can also deter insects and other predators. ,10:17 - 10:30  ,,,,,,,,,,,,
,,,,- Terpenoids: A group of volatile compounds that give plants their characteristic scents. Some terpenoids are also toxic to insects.,10:30 - 10:38 ,,,,,,,,,,,,
,,,,- Saponins: A group of compounds that can disrupt the cell membranes of insects and other animals.,10:38 - 10:44  ,,,,,,,,,,,,
,,,,- Tannins: A group of compounds that can make plant tissues tough and unpalatable to animals.,10:44 - 10:50,,,,,,,,,,,,
,,,,"In addition to these chemicals, plants also produce a variety of physical defenses, such as thorns, spines,  and thick bark.",10:50 - 11:02,,,,,,,,,,,,
,,,,These physical defenses can help deter predators and protect the plant from damage.  ,,,,,,,,,,,,,
,,,,The specific chemicals that a plant produces to defend itself will vary depending on the type of plant and the predators that it is likely to encounter.,11:02 - 11:11,,,,,,,,,,,,
,,,,"For example, plants that are eaten by insects are more likely to produce toxins, while plants that are eaten by animals are more likely to produce physical defenses.",11:11 - 11:19  ,,,,,,,,,,,,
,,,,Plants have evolved a wide range of chemical and physical defenses to protect themselves from predators.,11:19 - 11:32 ,,,,,,,,,,,,
,,,,These defenses help to ensure that plants can survive and reproduce even in the face of predation.  ,,,,,,,,,,,,,
,,,,"Plants on PQNK, which means having balanced minerals, can produce scents that repel insects. However, plants in industrial settings may produce smells that attract insects.  ",11:32 - 11:43,,,,,,,,,,,,
43,Reduced Locust Attacks on PQNK Cotton,https://youtu.be/qy80gpuuizY?si=6f-97KgTKvKY_1zY,Slot 4,Reduce locust attacks on PQNK cotton.  ,0:01 - 0:09,Direct Info,,TRUE,,3:41 min,High,Natural Locust Repellent Mechanisms in PQNK Farming,Start,End,More Specific,,Lectures 
,,,,How active and effective natural provision and systems can protect crops from locusts.  ,,,,,,,,,,,,,
,,,,Locusts are a type of grasshopper that can form large destructive swarms.  ,0:09 - 0:21 ,,,,,,,,,,,,
,,,,"These swarms can travel long distances and devour crops, leaving devastation in their wake. ",,,,,,,,,,,,,
,,,,They can cause significant damage to agricultural crops.,0:21 - 0:29 ,,,,,,,,,,,,
,,,,Locust swarms have been known to destroy entire fields of crops. ,,,,,,,,,,,,,
,,,,"In recent years, there have been several outbreaks of locusts in different parts of the world.",0:29 - 0:42  ,,,,,,,,,,,,
,,,,"In 2020 and 2022, a major locust swarm devastated crops in East Africa and caused widespread damage in Pakistan and India.",,,,,,,,,,,,,
,,,,"However, there is a way to protect crops from locusts by ensuring that the plants are healthy and well protected.",0:42 - 0:50 ,,,,,,,,,,,,
,,,,"When plants are healthy, they produce natural chemicals that repel insects.  ",0:50 - 1:02  ,,,,,,,,,,,,
,,,,"These chemicals can make the plants taste bad, smell bad, or have a texture that insects don't like.  ",,,,,,,,,,,,,
,,,,This phenomenon was reported by a PQNK farmer whose cotton crop was saved from locusts.,1:02 - 1:11,,,,,,,,,,,,
,,,,PQNK successfully repelled locusts.  ,,,,,,,,,,,,,
,,,,The video on this slide shows the farmer's cotton crop and also how locusts were repelled by the crop grown.,1:11 - 1:16  ,,,,,,,,,,,,
44,PQNK: The Natural Plant Protection System,https://youtu.be/b8NNibyOFgo?si=YG6ERMJEDU5zhrVv,Slot 4,The video showcases a canola crop that has been infused with toxic proteins by the BT microbe.,2:11 - 2:24  ,Direct Info,,TRUE,,3:32 min,High,PQNK and BT Microbes: A Natural Approach to Pest Control in Agriculture,Start,End,More Specific,,Lectures 
,,,,"As a result, the larvae of army worms are impacted, experiencing gut breakdown and eventual starvation. ",,,,,,,,,,,,,
,,,,"Furthermore, natural predators are depicted actively preying on sucking insects, contributing to pest control. ",2:24 - 2:32 ,,,,,,,,,,,,
,,,,BT (Bacillus thuringiensis) is a naturally occurring microbe found in soil that produces proteins toxic to various types of immature insect larvae.  ,2:32 - 2:51 ,,,,,,,,,,,,
,,,,"It targets different insect groups such as sucking, chewing, eating caterpillars, bollworms, beetles, mosquitoes, flies, and moths.",,,,,,,,,,,,,
,,,,"When ingested by insect larvae, BT toxins are activated in their gut, causing its breakdown and leading to the insect's death within a few hours due to infection and starvation.  ",2:51 - 3:00,,,,,,,,,,,,
,,,,"The PQNK creates a favorable environment in the soil for the growth of BT microbes,thus keeping crops and plants free from pest and virus damage.",3:00 - 3:09,,,,,,,,,,,,
,,,,"Additionally, nature provides a balance against pests with around 1,700 predators preying on them.",3:09 - 3:16,,,,,,,,,,,,
,,,,"PQNK serves as a natural protection system, enabling plants to flourish without the need for agrochemicals.",3:16 - 3:25 ,,,,,,,,,,,,
45,PQNK: A Viable Solution to Water Management,https://youtu.be/00joxTP6eM4?si=ZdhRyHUl0BnY6_u1,Slot 4,"Improves water infiltration:PQNK helps water to penetrate the soil more quickly and easily, which can help to prevent flooding and erosion",3:29 - 3:38,Direct Info,,TRUE,,5:11 min,High,PQNK: A Sustainable Approach to Water Management and Agriculture,Start,End,More Specific,,Lectures 
,,,,Saves soil and plants by preventing water inundation:PQNK protects soil and plants from damage.,3:38 - 3:45,,,,,,,,,,,,
,,,,"Recharges aquifers:PQNK can help to recharge aquifers, which are underground water sources that are vital for human and agricultural use.  ",3:45 - 3:54 ,,,,,,,,,,,,
,,,,"Manages floods: PQNK helps to manage floods by infiltrating water where it drops and slowing the flow, reducing the amount of water that adds to floodwaters.  ",3:54 - 4:04 ,,,,,,,,,,,,
,,,,"Grows crops without irrigation:PQNK can help grow crops without irrigation, which can save water and reduce the cost of agricultural production.  ",4:04 - 4:14,,,,,,,,,,,,
,,,,"No need for expensive dams and distributaries:PQNK reduces water loss by eliminating evaporation, making it a cost-effective solution for water management.  ",4:14 - 4:29,,,,,,,,,,,,
,,,,It does not require the construction of expensive dams and distributaries. ,,,,,,,,,,,,,
,,,,PQNK: The future of water management  ,4:29 - 4:36 ,,,,,,,,,,,,
,,,,PQNK is a promising new understanding that has the potential to revolutionize water management.,4:36 - 4:54,,,,,,,,,,,,
,,,,"By improving water infiltration, PQNK can help prevent flooding, erosion, and water shortages. ",,,,,,,,,,,,,
,,,,"It can also help grow crops without irrigation, which saves water and reduces the cost of agricultural production.",,,,,,,,,,,,,
,,,,PQNK principles:,4:59 - 5:05,,,,,,,,,,,,
,,,,- Breaking hardpan,,,,,,,,,,,,,
,,,,- Making permanent raised beds,,,,,,,,,,,,,
,,,,- Soil cover with organic mulch,,,,,,,,,,,,,
46,OAP (One Acre Property) vertical farming a PQNK model for small holders,https://youtu.be/R2sFo9ADsks?si=W5tBZc2VBUU4XuLj,Slot 4,Vertical Farming with PQNK: A Sustainable Method for Small Farmers: Vertical farming utilizing the PQNK method has emerged as a promising solution for small farmers. ,2:44 - 3:02,Direct Info,,TRUE,,5:39 min,High,Sustainable Vertical Farming with PQNK: A Game Changer for Small Farmers,Start,End,More Specific,,Lectures 
,,,,This innovative technique allows farmers to maximize their land productivity by implementing a vertical model.,,,,,,,,,,,,,
,,,,"By allocating just two columns of land, equivalent to one-fourth of an acre, to vertical farming, farmers can achieve outstanding results. ",3:02 - 3:28,,,,,,,,,,,,
,,,,"Notably, the PQNK method eliminates the need for fertilizers and pesticides, resulting in high-quality, nutrient-dense, and organic produce. ",,,,,,,,,,,,,
,,,,"Additionally, PQNK production requires at least 80% fewer resources compared to conventional farming practices, where frequent application of fertilizers and pesticides is necessary.  ",,,,,,,,,,,,,
,,,,"Increased Profitability:Small farmers adopting the PQNK method can generate an average daily income of PKR 4,000 from one-fourth of an acre.",3:28 - 3:51,,,,,,,,,,,,
,,,,"Sustainable Approach:PQNK eliminates the requirement for chemical fertilizers and pesticides, reducing environmental pollution and promoting sustainable agricultural practices.  ",3:51 - 4:01 ,,,,,,,,,,,,
,,,,Nutrient-Dense Organic Plus Produce:The PQNK method ensures that harvested crops are of the highest quality. ,4:01 - 4:15,,,,,,,,,,,,
,,,,"Farmers can provide consumers with Organic Plus Plus produce that is rich in essential nutrients, promoting healthier lifestyles.",,,,,,,,,,,,,
,,,,"Resource Efficiency: PQNK vertical farming optimizes land usage, allowing farmers to maximize their productivity with minimal land resources.",4:15 - 4:33,,,,,,,,,,,,
,,,,"By utilizing vertical space, crops can be grown in a smaller footprint, making efficient use of available land. ",,,,,,,,,,,,,
,,,,The elimination of fertilizers and pesticides significantly reduces production expenses.,4:33 - 4:48 ,,,,,,,,,,,,
,,,,Farmers adopting the PQNK method can save costs on expensive inputs and allocate resources more efficiently. ,,,,,,,,,,,,,
,,,,Conclusion:Vertical farming utilizing the PQNK method holds immense potential for small farmers. ,4:51 - 5:33 ,,,,,,,,,,,,
,,,,"By implementing this innovative technique, farmers can achieve higher profitability, minimize resource consumption, and contribute to sustainable agriculture. ",,,,,,,,,,,,,
,,,,"The PQNK method’s numerous advantages—including the elimination of tillage, chemical fertilizers, and pesticides, as well as requiring at least 80% less water for irrigation—ensure the production of high-quality, nutrient-dense organic produce.  ",,,,,,,,,,,,,
,,,,"As conventional farming practices become increasingly burdensome, PQNK vertical farming emerges as a viable and efficient solution for small-scale farmers looking to thrive in a competitive market while prioritizing environmental stewardship. ",,,,,,,,,,,,,
47,Damage of citrus psylla.,https://youtu.be/KQF27X5oeKQ?si=VgKFstrKguFVA65s,Slot 4,"Citrus psyllids damage citrus trees by feeding on new shoots and leaves, removing sap from the plant tissue, and injecting a salivary toxin.",4:56 - 5:14,Direct Info,,TRUE,,5:57 min,High,PQNK: A Natural Solution to Citrus Psyllid Damage Without Pesticides,Start,End,More Specific,,Lectures 
,,,,"As they feed, this toxin can inhibit or kill new shoots, deforming new leaves by twisting and curling them. ",,,,,,,,,,,,,
,,,,Excessive feeding by psyllids can also cause mature leaves to twist. ,,,,,,,,,,,,,
,,,,"When psyllids and nymphs feed on a tree, they can infect it with bacteria, which is then transferred to other citrus trees as they move between plants.",5:14 - 5:25 ,,,,,,,,,,,,
